ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_6,BILL_AMT6,PAY_5,BILL_AMT5,PAY_4,BILL_AMT4,PAY_3,PAY_2,PAY_0,BILL_AMT1,BILL_AMT2,BILL_AMT3,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
28814,160000,2,1,1,38,-2,0,-2,0,-2,0,-2,0,0,6555,0,0,0,0,0,0,0,0,0
28815,230000,2,2,2,34,-1,466,-1,316,-1,316,-1,-1,-1,316,316,316,316,316,316,316,466,466,0
28816,230000,2,1,2,31,0,64818,0,82460,0,87021,0,0,2,125270,129588,115066,6531,5091,3307,3316,2316,2500,1
28817,280000,2,2,1,36,-2,2854,-2,2874,-2,2874,-2,-2,-2,2874,2874,2874,2888,2888,2888,2888,2868,7029,0
28818,180000,2,2,2,31,-1,782,-1,1680,-1,1635,0,0,0,6903,11489,5488,8000,3003,1635,1680,782,4374,0
28819,1.00E+05,2,1,1,40,-2,167,-2,150,-2,0,-2,-2,-2,1895,0,0,0,0,0,1323,167,1424,1
28820,180000,2,1,2,33,-2,0,-2,0,-2,0,-1,-1,0,3302,1295,0,1295,0,0,0,0,1640,0
28821,30000,2,5,2,46,-2,0,0,0,0,16977,2,0,0,29213,17064,16465,5064,0,5047,0,0,0,0
28822,320000,2,2,1,39,-1,-4543,-1,589,-2,0,0,0,0,46383,111937,0,68800,0,0,589,0,0,0
28823,590000,2,3,1,39,0,128467,0,128798,0,128112,0,0,0,128659,128715,127961,5025,5693,6007,5013,4701,4944,0
28824,130000,2,2,1,38,0,13481,0,18817,0,24571,-1,-1,-1,5636,8485,6263,8510,6279,24516,16,34,6,0
28825,130000,2,1,1,33,-1,28027,-1,801,-1,27113,-1,-1,-1,1365,84118,44404,84118,44404,27309,801,28027,0,0
28826,280000,2,2,1,41,-2,0,-1,0,-1,121,-1,-1,1,268,509,0,509,0,121,0,0,0,0
28827,90000,2,2,1,40,0,85855,0,87765,0,86483,2,0,0,89789,88337,85248,7069,0,3500,3500,3500,3200,0
28828,320000,2,2,1,30,-2,5399,-2,-27,-2,-27,-2,-2,-2,1031,1886,2913,1895,2927,0,0,5426,3700,0
28829,160000,2,2,1,31,0,27590,0,31133,0,52338,0,0,0,63780,64675,56561,3518,3015,2128,2000,1000,2473,0
28830,150000,2,2,1,37,0,101441,0,98188,0,100603,0,0,-1,104460,101914,103297,6000,4573,5000,5000,5000,4100,0
28831,40000,2,2,1,48,0,19428,0,17331,0,15199,0,0,-1,27273,27207,28055,2000,3000,3000,3000,3000,5000,0
28832,180000,2,3,1,31,0,75086,0,73627,0,72729,0,0,0,68450,69818,71298,3100,3200,3210,2700,2800,3000,0
28833,550000,2,2,2,39,0,167245,0,217738,0,267917,0,0,0,336722,276725,260932,11007,10507,13035,9511,6114,6207,0
28834,50000,2,1,1,45,0,18886,0,18855,0,18444,-1,2,1,6805,532,17453,0,17453,1290,701,901,1000,0
28835,220000,2,1,2,36,0,184605,0,181859,0,221193,0,0,0,222598,222168,217900,10000,8018,10121,6006,10987,143779,1
28836,360000,2,2,2,40,0,26899,0,31747,-1,37459,-1,-1,-1,9325,10741,45619,10741,46378,46347,0,0,19607,0
28837,250000,2,2,2,35,0,85984,0,46144,0,279256,0,0,0,277822,255167,233029,6150,6235,80000,923,70069,12500,0
28838,340000,2,1,1,46,0,71239,0,83439,0,81996,0,0,0,94915,92955,89689,3224,4000,3504,4349,3000,3098,0
28839,180000,2,1,1,44,-1,298,-1,21398,-1,0,-1,-1,-1,1210,1071,6554,1071,6557,0,21398,298,0,0
28840,30000,2,3,2,48,0,12976,0,12134,0,29148,0,2,2,26950,23655,25131,0,3200,5000,1000,1000,1000,1
28841,3.00E+05,2,3,2,33,-2,-694,-2,-694,-2,-694,-2,-1,-1,76922,-694,-694,0,0,0,0,0,5000,1
28842,40000,2,2,1,37,0,9798,2,9594,0,9891,0,0,0,5366,6541,16390,1273,2000,3538,0,500,500,0
28843,5.00E+05,2,1,1,47,0,28521,0,8728,-1,18365,-1,0,0,26110,12943,4814,2064,5025,18571,5000,20000,0,0
28844,180000,2,1,1,41,-1,22543,0,42954,0,39654,0,0,0,55193,48257,42128,5000,6000,10000,15000,23000,5445,0
28845,350000,2,1,1,44,-1,500,-1,150,0,51500,0,0,0,110819,115058,76156,6000,4000,2500,150,500,0,0
28846,90000,2,2,2,48,-2,0,-2,9167,-2,0,-2,-2,-2,6224,8150,0,8150,0,0,9167,0,526,0
28847,240000,2,2,2,31,0,215874,0,211449,0,240343,0,0,0,245553,244958,245148,10178,10577,8302,7300,7505,7700,0
28848,50000,2,3,3,46,0,4840,0,4716,0,25142,0,0,0,44835,45989,47167,1900,2050,2000,300,200,500,0
28849,220000,2,1,2,33,0,1205,0,1205,0,1783,2,2,-1,1379,1205,825,705,325,1283,507,705,705,0
28850,180000,2,2,2,38,0,10906,0,8992,0,26805,0,0,0,25895,26173,26260,2000,2000,2000,1000,2000,2000,0
28851,4.00E+05,2,4,1,37,-2,5766,-2,11286,-2,11930,-2,-2,-2,14889,929,1191,929,1191,11930,11286,5766,16520,0
28852,220000,2,1,1,42,2,2500,2,2500,2,2500,2,2,3,2500,2500,2500,0,0,0,0,0,0,1
28853,180000,2,6,1,48,-2,1115,-1,1842,-1,6139,-1,-1,-1,872,3345,2962,3347,2962,6366,1842,1115,2240,0
28854,80000,2,3,1,38,-2,0,-2,0,-2,0,0,0,0,39604,10635,0,1000,0,0,0,0,0,1
28855,360000,2,1,2,37,0,102568,0,121771,0,140383,0,0,0,198839,187955,163120,7000,8071,7029,3011,4000,9000,0
28856,170000,2,1,2,49,0,108766,0,118759,0,116293,0,0,0,163951,136825,140450,5100,6000,4000,4000,3200,2200,0
28857,130000,2,2,1,48,-2,440,-2,749,-2,1279,-2,-2,-2,0,1240,1487,1240,1487,1279,749,440,849,0
28858,290000,2,1,1,30,0,71560,0,69234,0,158215,0,0,0,216328,218435,218783,8000,8600,6700,2600,3500,0,0
28859,90000,2,2,1,32,2,91105,2,86365,2,88577,2,0,0,79105,85997,83779,8200,0,7200,0,6200,24,0
28860,130000,2,3,2,32,0,8944,0,6918,0,4918,0,0,0,12535,14317,15656,2000,2040,3000,2000,2026,6561,0
28861,140000,2,1,3,48,-1,642,-1,780,-1,0,-1,-1,1,0,780,1176,780,1176,0,780,642,0,0
28862,510000,2,2,2,48,-1,23791,0,24040,0,64746,0,0,0,113616,96756,72730,9019,8000,20000,24040,23791,22503,0
28863,50000,2,1,1,39,-1,228,-1,6000,-2,-60,-2,-1,-1,2080,-60,-60,0,0,0,6060,228,1911,0
28864,2.00E+05,2,1,2,40,-1,0,-1,948,-1,0,-1,-1,-1,1489,9973,2457,9973,2457,0,948,0,1302,0
28865,2.00E+05,2,1,2,37,0,50610,0,52122,0,60567,0,0,0,83000,62084,64610,2500,5000,2509,2000,2000,2000,0
28866,4.00E+05,2,2,2,36,0,27761,0,30680,0,39676,0,0,0,69376,61204,50773,2255,1421,1381,770,731,600,0
28867,310000,2,1,1,35,-1,9622,-1,1100,-1,7986,-1,-1,-1,1815,3689,20524,3689,20658,7986,1100,9622,0,0
28868,210000,2,1,1,46,0,60420,0,59060,0,49848,0,0,0,50720,52174,48957,3111,2109,2000,10000,6032,5030,0
28869,90000,2,2,1,33,0,25254,0,24653,0,44821,0,0,0,77379,67092,61071,2500,3908,2100,884,1000,1000,0
28870,270000,2,1,2,31,0,1144,0,1144,0,1144,0,0,-1,9213,2283,3203,1080,1000,1121,0,0,0,0
28871,30000,2,3,1,39,0,27613,0,27436,0,27468,0,0,0,30238,30166,29745,2000,1635,1438,796,5000,1000,1
28872,30000,2,2,1,41,0,9249,0,11083,0,13050,0,0,0,20061,17435,14452,1542,2002,2000,900,1500,1500,0
28873,210000,2,2,1,36,-1,1552,-1,1187,-1,5385,0,-1,-1,2853,8028,10827,8037,6018,5388,1191,1554,1870,0
28874,110000,2,1,1,43,0,105638,0,105080,0,105998,0,0,0,104622,103639,105714,4000,5500,5300,4000,4100,12700,0
28875,160000,2,2,1,42,-1,0,-1,522,-1,0,-1,-2,1,0,0,369,0,369,0,522,0,978,0
28876,380000,2,1,2,30,0,32308,0,32518,2,32361,2,0,0,27015,31684,33442,5700,2800,0,1205,1226,1332,0
28877,140000,2,1,2,33,-1,565,-1,854,-1,2361,-1,-2,-2,954,1015,310,1015,310,2361,854,565,673,0
28878,250000,2,3,1,44,0,139362,0,136182,0,172936,0,0,0,166325,165081,169492,6686,7037,6358,4918,5420,4466,0
28879,150000,2,1,2,39,-1,1488,-1,10965,-1,1365,-1,-1,-1,1709,14674,771,14674,771,1375,10965,1488,4328,0
28880,230000,2,2,2,43,3,237297,2,239299,2,220886,2,2,2,206245,215936,221001,13126,10000,5000,23700,2000,3,1
28881,220000,2,1,1,49,-2,540,-2,4488,-2,0,-2,-2,-2,0,0,0,0,0,0,4488,540,0,1
28882,60000,2,3,1,39,0,24020,2,23552,0,34134,0,2,1,31011,29565,31123,0,3000,3638,0,1000,3000,0
28883,50000,2,5,1,41,0,49622,0,48512,0,47552,0,0,0,46148,47711,47645,4000,5000,3000,2000,2000,2000,1
28884,3.00E+05,2,2,1,40,-1,0,-1,280,-2,0,-2,-2,1,0,0,0,0,0,0,280,0,0,0
28885,320000,2,2,1,41,-2,15937,-2,722,-2,2258,-2,-2,-2,2555,7065,648,7100,651,2269,725,16014,3088,0
28886,250000,2,1,1,43,-2,0,-2,0,-2,0,-2,-2,-2,331,0,0,0,0,0,0,0,0,0
28887,2.00E+05,2,3,1,42,-1,609,-1,150,-1,0,-1,-1,-1,858,1406,3673,1406,3673,0,150,609,939,0
28888,110000,2,3,1,36,0,4718,-1,1037,-1,2043,-1,-1,-1,3681,6026,1555,6026,1555,2045,1037,4000,6233,0
28889,50000,2,3,2,46,0,8838,0,15948,0,7251,0,0,0,36259,37669,8770,2500,2127,1500,1000,1000,1000,0
28890,3.00E+05,2,4,2,45,-2,0,-2,0,-2,0,-1,-1,1,0,1669,0,1669,0,0,0,0,289,0
28891,50000,2,5,1,33,0,25742,2,25193,-1,26191,0,2,1,26358,24890,25440,4,1925,28293,0,1100,2030,0
28892,230000,2,3,1,42,0,10596,0,12552,0,8552,0,-1,-1,170,2217,5167,2217,3167,3552,5000,3000,2518,0
28893,30000,2,2,1,36,-1,6675,-2,-120,-2,-120,-2,-1,-1,528,-120,-120,0,0,0,0,6795,21947,1
28894,30000,2,2,1,41,-1,659,-1,13749,-1,428,2,2,3,1660,856,428,428,0,428,13749,659,5548,0
28895,290000,2,2,1,41,0,6988,0,7221,0,4954,2,0,0,4783,7239,6957,2552,0,1000,5000,2500,3659,0
28896,210000,2,1,1,47,-2,0,-2,0,-2,0,-2,-2,-2,234,0,0,0,0,0,0,0,2197,0
28897,2.00E+05,2,2,1,46,-1,827,-1,827,-1,827,2,-1,-1,827,1654,827,1654,0,827,827,827,827,0
28898,150000,2,2,1,41,-2,3516,-2,3630,-2,1595,-2,-2,-2,11026,9459,9929,9640,9976,1595,3647,3516,11071,0
28899,110000,2,1,1,45,-1,316,0,1378,0,3537,0,0,0,21842,15843,10466,3000,2007,1000,0,316,825,0
28900,20000,2,2,1,43,0,19329,0,18120,2,18072,0,0,2,13139,13915,18667,1300,5000,0,640,1497,0,1
28901,360000,2,1,2,28,0,86393,0,87458,0,85662,0,0,0,79161,81260,83055,4000,4000,4000,4000,3300,5199,0
28902,230000,2,1,1,35,0,78848,0,77076,0,177963,0,0,0,165405,168697,172990,6027,7000,8000,3000,3000,3226,0
28903,60000,2,2,1,38,2,25854,0,39490,0,37165,0,0,0,27527,31715,35850,5000,5000,2000,2898,0,3000,0
28904,470000,2,2,1,45,0,122489,0,114451,0,153366,0,0,0,212948,188435,182687,30000,15000,5052,5000,10000,15000,0
28905,120000,2,1,2,29,-2,-660,0,-1320,0,33231,0,0,0,59538,50150,44742,4000,5069,2805,0,0,1616,0
28906,50000,2,2,2,35,-1,8643,0,8144,0,38884,0,0,0,41657,47969,49131,10000,11000,5000,1005,15000,7000,0
28907,140000,2,1,1,40,-1,190,-1,0,-1,584,-1,-1,1,0,1220,0,1220,0,584,0,190,0,0
28908,5.00E+05,2,1,1,39,-1,920,-1,920,-1,920,-1,-1,-1,10840,1108,2111,1108,2111,920,920,920,0,0
28909,4.00E+05,2,2,2,41,-2,330,-2,330,-2,330,-2,-2,-2,43672,678,330,678,330,330,330,330,330,1
28910,310000,2,2,2,34,0,17529,0,53065,0,76133,0,0,0,87559,74929,76404,3000,3022,5208,15734,1607,140994,0
28911,320000,2,1,1,42,0,253557,0,252323,2,320622,2,0,0,304057,318844,324589,20000,10000,450,7025,7161,8000,1
28912,330000,2,1,1,41,-1,26842,0,1610,-1,16942,-1,-1,-1,11006,4160,48549,4160,48549,18562,0,26842,11938,0
28913,240000,2,2,1,38,0,220109,0,208015,0,203767,0,0,0,231990,202714,199711,10028,7711,7767,8015,15829,9000,0
28914,290000,2,2,1,36,-2,6939,-2,3589,-2,445,-2,-2,-2,8909,8199,972,8300,972,455,3589,6939,10919,0
28915,150000,2,1,1,39,-1,504,-1,384,-1,2942,-1,-1,-1,10147,0,1351,0,1351,2942,384,504,280,0
28916,50000,2,2,1,34,0,1655,0,2390,0,3606,0,0,0,5745,4266,3047,1023,1051,1000,50,10050,734,0
28917,210000,2,1,1,37,-1,0,-1,198,-2,0,-2,0,0,2960,0,0,0,0,0,198,0,0,0
28918,150000,2,1,1,38,-1,540,-2,3617,-2,1040,-2,-2,-2,14391,1213,4952,1213,4952,1040,3617,540,17120,0
28919,210000,2,2,1,46,-2,0,-2,0,-1,0,-1,2,-1,594,594,21445,0,21451,0,0,0,0,0
28920,180000,2,1,1,40,0,-73895,0,5993,0,5698,0,-1,0,34483,21142,11279,22864,1133,1000,1000,0,159000,0
28921,360000,2,1,2,33,-2,0,-2,0,-2,0,-2,-2,1,0,0,0,0,0,0,0,0,0,1
28922,220000,2,3,2,33,0,180346,0,177657,0,178367,0,0,-1,179430,177387,175378,7041,6921,6858,6219,6409,6659,0
28923,160000,2,2,1,40,-1,660,-2,0,-2,0,-1,-1,1,0,3685,0,3685,0,0,0,660,660,0
28924,5.00E+05,2,3,1,40,-1,14863,0,-9,0,27053,0,0,0,38322,38913,27489,1284,1231,1154,0,14872,121,0
28925,1.00E+05,2,3,1,43,0,79318,0,92471,0,90710,0,2,2,100792,91738,88883,0,4107,4204,4200,3071,3106,0
28926,80000,2,2,1,47,-1,1466,-2,1049,-2,1988,-2,-2,-2,966,0,647,0,647,1990,1049,1466,6309,1
28927,360000,2,2,2,35,-2,0,-2,0,-2,0,-2,-2,-2,0,0,0,0,0,0,0,0,0,1
28928,230000,2,3,1,49,0,147564,0,151047,0,165345,0,0,0,224985,188593,162143,10000,8000,7000,10000,10000,8000,0
28929,180000,2,1,2,33,-1,1118,-1,0,-1,1500,-1,-2,-2,4500,2580,178,2580,178,1500,0,1118,1331,0
28930,2.00E+05,2,1,2,44,0,126617,0,134497,0,138462,0,0,0,203045,140347,139282,4501,4916,4505,4205,4145,3100,1
28931,60000,2,2,1,45,-1,29484,-1,3124,0,16305,0,0,0,60244,59868,58221,3000,2577,1525,3124,29484,1326,0
28932,280000,2,1,1,35,0,197661,0,186892,0,182942,0,0,0,171057,173712,177913,7000,7000,8000,7000,14000,8000,0
28933,80000,2,3,1,48,-1,396,-1,0,-1,792,2,-1,-1,396,792,396,792,0,792,0,396,546,1
28934,2.00E+05,2,1,1,40,-2,0,-2,0,-2,0,-2,-2,1,0,0,0,0,0,0,0,0,0,0
28935,50000,2,2,2,37,0,9408,0,3746,-1,5369,0,0,0,4793,3594,0,3000,0,5369,0,9000,10000,0
28936,460000,2,1,2,34,-1,10184,-1,5739,-1,12657,-1,-1,-1,14460,8869,21494,8869,23664,12659,5752,10192,7419,0
28937,220000,2,1,1,34,0,8726,0,13526,-1,15799,-1,-1,-1,2774,5152,6615,5162,6615,15799,1526,0,2287,0
28938,170000,2,1,1,37,0,25189,-1,25081,-1,596,-1,0,-1,397,396,396,395,396,596,25081,504,396,0
28939,50000,2,2,1,41,0,20152,0,19624,0,19040,-1,0,0,10400,0,23425,0,23425,1500,900,993,1100,0
28940,210000,2,1,1,44,0,17556,0,43200,0,50723,0,0,0,89519,50144,52148,20033,10000,5012,1251,2007,10125,0
28941,20000,2,2,1,31,0,12157,0,11342,2,11420,2,2,1,9701,9401,11903,0,2969,0,408,1000,0,0
28942,230000,2,1,1,46,-2,300,-2,0,-2,0,-2,-2,-2,266,0,0,0,0,0,0,300,0,0
28943,390000,2,1,2,32,0,50795,0,38671,0,47753,0,0,-1,46895,45435,47678,7518,12006,13006,4006,25011,14009,0
28944,180000,2,2,2,34,0,3439,0,6939,0,12939,0,0,0,18314,18630,19126,2000,2000,1042,0,0,191,0
28945,130000,2,3,1,33,-2,0,-2,0,-2,0,-2,-2,1,0,0,0,0,0,0,0,0,0,0
28946,250000,2,3,1,43,-2,428,-2,278,-2,278,-2,-2,-2,278,278,278,278,278,278,278,428,278,0
28947,5.00E+05,2,1,1,37,0,56252,-1,61385,-1,1587,-1,-1,-1,6694,17470,15091,17470,15091,1587,61385,0,56733,1
28948,240000,2,1,2,40,0,86665,0,84878,0,83224,0,0,0,338294,79849,81563,2857,3000,3016,3033,3150,4000,0
28949,270000,2,2,2,39,-2,1320,-2,0,-2,1582,-2,-2,-2,3073,1816,1163,1816,1163,1582,0,1320,717,0
28950,450000,2,3,2,44,-1,-2988,-1,14234,-2,2442,-2,-2,-2,11150,4281,0,4281,0,2442,14234,452,0,0
28951,280000,2,3,1,33,2,86749,2,88281,2,87457,2,0,0,75953,84005,86472,9348,4700,3300,3150,0,3328,1
28952,170000,2,1,2,42,0,632,-1,948,-1,316,-1,-1,-1,3480,316,316,316,316,316,948,0,0,0
28953,280000,2,1,2,30,-2,198,-2,2829,-2,9427,-1,-1,-1,26679,52223,25088,52223,25100,9427,2838,198,4139,0
28954,170000,2,2,1,43,0,42118,0,41334,0,40693,0,0,0,38137,39135,39872,1934,1671,1657,1463,1666,1529,0
28955,2.00E+05,2,1,2,37,0,24134,0,23374,0,22765,0,0,0,19149,20103,21543,1500,2000,1500,1200,1200,1200,0
28956,380000,2,1,2,33,0,31799,0,44276,0,44889,0,0,0,89842,88898,63203,8000,8009,7000,6000,10500,8500,0
28957,5.00E+05,2,1,2,44,-2,0,-2,0,-2,6224,-2,-2,-2,522,17643,1462,20007,5000,7000,0,0,0,0
28958,40000,2,1,2,29,-2,0,-2,0,0,0,0,0,0,35735,29772,23602,2017,1206,0,0,0,0,0
28959,150000,2,2,1,29,2,118464,2,140513,0,138246,0,0,2,123248,126311,130388,5000,6000,10500,5015,173,102,1
28960,220000,2,2,1,34,0,44052,0,42743,0,40737,0,0,0,36242,38320,39700,3000,2000,2000,3000,2000,3000,0
28961,2.00E+05,2,1,2,29,0,186183,0,190936,0,193800,0,0,0,181821,185506,190977,6000,7000,6000,6000,5400,5400,0
28962,360000,2,1,1,43,-2,3078,-2,0,-2,0,-2,-2,-2,0,0,0,0,0,0,0,3078,0,0
28963,1.00E+05,2,1,1,36,-1,2117,-1,890,-1,2775,-1,-1,-1,905,3450,1195,3450,1195,2775,890,2117,1072,0
28964,420000,2,2,1,34,-1,21082,0,0,0,18824,0,0,0,158471,44131,32423,1644,1436,1000,0,21082,228548,1
28965,2.00E+05,2,1,1,39,-1,1073,-1,0,-1,522,-2,-2,1,0,0,0,0,0,522,0,1073,0,0
28966,310000,2,2,2,36,0,231165,0,225814,0,252989,0,0,0,298221,303251,270591,10500,9672,8826,8100,9000,8619,1
28967,180000,2,2,2,34,0,26780,0,25686,0,24594,0,0,0,41699,42812,44132,1800,2100,1500,1500,1500,1200,0
28968,5.00E+05,2,5,1,32,0,55026,0,55468,-1,57722,-1,-1,-1,5353,5739,5578,6081,5588,58476,1910,1974,2254,0
28969,230000,2,1,2,35,-1,150,-2,0,-2,0,-2,-2,-2,0,0,0,0,0,0,0,150,150,0
28970,50000,2,1,2,40,0,19999,0,21095,0,50570,0,0,0,52841,52016,51990,1860,2619,2000,500,714,20702,0
28971,250000,2,1,1,40,0,6679,0,8887,0,14265,0,2,1,16503,13894,14669,0,1400,1090,246,402,200,0
28972,150000,2,2,2,31,0,25462,0,24791,2,24497,2,2,1,22723,22060,25195,0,3500,0,1000,1071,950,0
28973,50000,2,2,1,34,-1,0,-1,19515,-1,2995,-1,0,0,2435,0,197,0,197,2995,19515,0,3734,0
28974,1.00E+05,2,2,1,35,0,7762,0,15785,0,53035,0,0,0,77394,76081,61898,2640,3007,2300,200,290,50000,1
28975,110000,2,2,2,42,0,42156,2,41373,2,42352,2,2,2,39635,40580,41631,1900,2000,1700,0,1600,1600,1
28976,210000,2,2,2,38,0,79481,0,87835,0,84353,0,0,0,76418,78798,82525,5000,5000,3200,5000,3000,2500,0
28977,150000,2,1,2,45,-2,399,-2,0,-2,0,-2,-2,-2,1923,101,0,101,0,0,0,399,0,0
28978,80000,2,1,1,44,-1,2555,-1,737,-1,1810,-1,-1,1,-60,2400,595,2460,595,1815,737,2555,4290,0
28979,2.00E+05,2,2,1,48,-1,9777,-1,10569,2,1695,2,-1,-2,-1123,2711,3030,4165,1700,5,10624,9816,9208,1
28980,150000,2,1,2,35,0,51106,0,49928,0,48797,0,2,2,55337,53851,53710,0,2503,2000,1804,2000,2000,1
28981,1.00E+05,2,3,1,39,-2,0,-1,0,-1,884,-1,-1,-2,10135,1646,1635,1646,5635,884,0,0,0,0
28982,110000,2,1,2,32,0,43725,0,34975,0,47225,0,0,0,46603,48351,51815,2536,5000,1653,1500,10000,1495,0
28983,240000,2,1,2,33,0,78495,0,78556,0,83021,0,0,0,99938,92104,85194,3500,4200,3600,3000,3000,3000,0
28984,80000,2,3,1,42,-2,0,-2,0,-2,0,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
28985,180000,2,1,2,35,0,150,0,150,0,150,0,0,0,5450,150,150,0,0,0,0,0,0,1
28986,180000,2,2,2,35,-2,0,-1,0,-1,900,-2,-2,1,0,0,0,0,0,900,0,0,0,0
28987,4.00E+05,2,1,2,31,-2,19898,-2,687,-2,5747,-2,-2,-2,-287,-287,5439,0,5726,5753,687,19934,40024,0
28988,260000,2,2,1,41,0,222960,2,218383,0,223837,0,0,0,195465,199338,203651,8400,8800,25000,0,8000,21000,0
28989,160000,2,2,1,47,-1,836,-1,836,-1,836,2,3,-1,1857,1672,836,0,0,836,836,836,836,1
28990,240000,2,2,1,34,0,11577,0,11337,0,13828,0,0,0,7806,10142,12211,2481,2550,2167,1000,389,1000,0
28991,260000,2,1,1,35,-2,5181,-2,0,-2,0,-2,-2,-2,0,0,0,0,0,0,0,5181,0,0
28992,160000,2,2,2,38,0,117812,0,127366,0,153699,0,0,0,159637,155003,158156,5580,5680,4950,4350,4300,4360,0
28993,80000,2,3,2,43,0,50257,0,50779,0,54006,0,0,0,66047,59910,55122,2071,2063,1779,2087,1743,1800,0
28994,480000,2,1,1,39,0,82160,0,80274,-1,66270,0,0,0,98569,106660,4.00E+05,10620,302000,66270,15000,3044,30042,1
28995,270000,2,3,1,41,0,45160,0,43869,0,41704,0,0,0,48872,43688,35638,3688,2638,6704,2869,2000,1686,0
28996,1.00E+05,2,2,2,40,2,48268,2,46160,2,45208,0,0,2,40626,41945,45247,2000,4000,1000,2000,3000,0,1
28997,3.00E+05,2,3,2,40,-1,390,-1,390,-1,390,-1,-1,-1,390,390,390,390,390,390,390,390,390,0
28998,450000,2,3,2,40,0,19239,0,18065,-1,14602,-1,-1,-1,5453,25948,53938,26731,55367,15174,10528,10037,48551,0
28999,360000,2,1,1,43,-2,0,-2,0,-2,0,-2,-2,1,0,0,0,0,0,0,0,0,0,0
29000,170000,2,2,1,40,0,118950,0,116430,0,115638,0,0,0,134496,143242,124103,17400,5921,5700,4200,4400,4611,0
29001,50000,2,3,1,36,0,11314,0,19809,0,49108,0,0,0,48032,48175,48691,1771,2123,2675,552,1000,1000,0
29002,50000,2,3,2,30,-1,5027,-1,5557,2,1000,0,0,0,16986,6929,8743,1186,2000,0,5557,470,0,1
29003,240000,2,2,1,31,0,5730,0,3805,2,2813,2,2,1,6900,6641,10495,0,4000,1000,1200,2000,0,1
29004,440000,2,2,2,34,0,227445,0,222734,0,218064,-1,0,0,6480,7265,444912,1000,226848,8300,8300,8300,8300,0
29005,180000,2,2,2,35,0,171055,0,161855,0,158494,0,0,2,168090,150482,154063,5500,6001,7000,6000,12000,7500,0
29006,140000,2,2,2,40,-2,0,-2,0,-2,0,-2,-2,-2,0,1887,0,1887,0,0,0,0,0,0
29007,150000,2,1,2,34,-2,0,-2,0,-2,0,-1,-1,1,0,53,0,53,0,0,0,0,0,0
29008,1.00E+05,2,2,2,35,0,64119,0,77503,0,76450,0,0,0,100207,94080,75428,4026,3100,3050,3000,2300,2700,0
29009,190000,2,2,1,40,0,135814,0,132958,0,130331,0,0,0,124082,125032,129167,4500,6147,4800,4800,5000,10600,0
29010,2.00E+05,2,1,1,40,-1,14686,-1,-171,-1,849,-1,-1,1,0,114558,1898,114558,3796,849,0,14857,0,0
29011,260000,2,1,1,41,0,159066,0,169689,2,170671,0,0,0,157551,160759,351026,7312,18934,23,3729,4226,514,0
29012,580000,2,2,1,34,0,498316,0,486721,0,477809,0,2,1,420115,405932,437254,0,38001,50000,16881,18887,16846,1
29013,1.00E+05,2,2,2,36,0,76997,0,77499,0,91809,0,0,0,101513,98736,99072,3600,5006,2910,2755,5000,5000,0
29014,4.00E+05,2,1,1,40,-2,200,-2,516,-2,743,-1,-1,-1,3716,4318,273,4318,273,743,516,200,422,0
29015,350000,2,1,2,32,0,13255,0,9326,-1,10978,-1,-1,-2,24522,18876,5571,18970,5594,11024,9317,13321,4019,0
29016,140000,2,2,1,43,0,49067,0,48461,0,92734,0,2,2,90632,88637,90859,0,4200,4261,2182,1844,1652,1
29017,90000,2,2,1,46,-1,846,-1,846,-1,546,-1,-1,-1,1829,2793,696,2793,696,546,996,846,696,0
29018,180000,2,1,1,40,-2,0,-2,0,-2,0,-1,-1,1,0,319,0,319,0,0,0,0,207,1
29019,150000,2,1,1,41,-2,300,-2,0,-2,0,-2,-2,-2,3275,1105,0,1105,0,0,0,300,0,0
29020,2.00E+05,2,1,2,40,-2,0,-2,0,-2,0,-2,-2,-2,0,0,0,0,0,0,0,0,0,1
29021,390000,2,2,1,39,0,195336,0,191162,0,190709,0,0,0,359641,283210,240876,11100,13163,8349,6840,7252,7800,0
29022,180000,2,2,2,28,-1,832,-1,416,-1,416,-1,-1,-1,416,416,416,416,416,416,416,832,0,1
29023,90000,2,1,2,28,2,7844,0,8680,0,6649,0,2,1,5799,3095,5257,0,3000,2000,3000,0,20000,0
29024,240000,2,2,1,29,0,68086,0,66901,0,65601,0,0,0,81274,83030,84945,3101,3385,2377,2387,2472,2475,0
29025,320000,2,1,2,28,0,8002,0,9473,0,14977,-1,-1,-1,331,1081,6144,1085,6146,9473,0,5,1386,1
29026,90000,2,1,2,28,2,85725,0,90347,0,85225,2,3,2,88627,86357,84131,0,0,3400,6500,0,3301,1
29027,2.00E+05,2,1,1,40,-1,4934,0,1016,0,18475,-1,-1,-1,5853,6549,9389,6567,9421,14068,3,4948,7770,0
29028,210000,2,1,2,41,-1,0,-1,23560,-2,-200,-1,-1,-1,194,6479,-200,6479,0,0,23760,0,0,1
29029,160000,2,2,1,31,2,129960,0,143005,0,136066,2,2,3,166573,158760,140777,2000,5000,4600,14650,0,5100,1
29030,1.00E+05,2,1,2,28,0,67205,0,65345,0,85786,0,0,0,77007,80708,84401,5000,5000,4200,3000,3000,3000,0
